MODEL,MAKE,Model Year,Overall Length,Overall Width,Overall Height,Wheelbase,Curb Weight,Front End Length,Rear End Length,Side Glass Height,Body Side Height,Roof Width,Front Overhang,Rear Overhang,Track Width Front,Track Width Rear,Front Weight %,Rear Weight %
124SPIDER2DRCONVERTIBLE,FIAT,16,407.0,173.0,124.0,231.0,1114.0,155.0,79.0,31.0,67.0,116.0,85.0,91.0,152.0,150.0,54.0,46.0
1500CREWCAB57FTBOX2WD,RAMTRUCKS,18,592.0,208.0,197.0,367.0,2255.0,130.0,321.0,45.0,97.0,140.0,101.0,124.0,174.0,173.0,57.0,43.0
1500CREWCAB57FTBOX4X4,RAMTRUCKS,18,592.0,208.0,197.0,367.0,2327.0,130.0,321.0,45.0,97.0,140.0,101.0,124.0,174.0,173.0,57.0,43.0
1500CREWCAB64FTBOX2WD,RAMTRUCKS,18,615.0,208.0,197.0,390.0,2277.0,130.0,344.0,45.0,97.0,140.0,101.0,124.0,174.0,173.0,57.0,43.0
1500CREWCAB64FTBOX4X4,RAMTRUCKS,18,615.0,208.0,197.0,390.0,2373.0,130.0,344.0,45.0,97.0,140.0,101.0,124.0,174.0,173.0,57.0,43.0
1500EXPRESSCARGOVANSWB,CHEVROLET,3,569.0,202.0,207.0,343.0,2231.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
1500EXPRESSCARGOVANSWBAWD,CHEVROLET,3,569.0,202.0,207.0,343.0,2367.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
1500EXPRESSPASSENGERVANSWB,CHEVROLET,3,569.0,202.0,207.0,343.0,2494.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
1500EXPRESSPASSENGERVANSWBAWD,CHEVROLET,3,569.0,202.0,207.0,343.0,2367.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
1500QUADCAB64FTBOX2WD,RAMTRUCKS,18,582.0,208.0,197.0,357.0,2177.0,130.0,311.0,45.0,97.0,140.0,101.0,124.0,174.0,173.0,57.0,43.0
1500QUADCAB64FTBOX4X4,RAMTRUCKS,18,582.0,208.0,197.0,357.0,2308.0,130.0,311.0,45.0,97.0,140.0,101.0,124.0,174.0,173.0,57.0,43.0
1500SAVANACARGOVANSWB,GMC,3,569.0,202.0,207.0,343.0,2231.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
1500SAVANACARGOVANSWBAWD,GMC,3,569.0,202.0,207.0,343.0,2367.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
1500SAVANAPASSENGERVANSWB,GMC,3,569.0,202.0,207.0,343.0,2494.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
1500SAVANAPASSENGERVANSWBAWD,GMC,3,569.0,202.0,207.0,343.0,2367.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
1SERIES128I2DRCOUPERWD,BMW,8,437.0,175.0,141.0,266.0,1478.0,124.0,50.0,35.0,80.0,107.0,77.0,96.0,146.0,148.0,52.0,48.0
1SERIES135I2DRCOUPERWD,BMW,8,437.0,175.0,141.0,266.0,1533.0,124.0,50.0,35.0,80.0,107.0,77.0,96.0,146.0,148.0,52.0,48.0
1SERIESMCOUPE2DRCOUPE,BMW,11,438.0,180.0,142.0,266.0,1525.0,131.0,54.0,35.0,81.0,105.0,77.0,95.0,154.0,154.0,50.0,50.0
2004DRSEDANAWD,CHRYSLER,14,490.0,181.0,147.0,275.0,1721.0,128.0,55.0,36.0,85.0,125.0,105.0,110.0,161.0,158.0,60.0,40.0
2004DRSEDANFWD,CHRYSLER,14,490.0,181.0,147.0,275.0,1575.0,128.0,55.0,36.0,85.0,125.0,105.0,110.0,161.0,158.0,60.0,40.0
2004DRSEDANI4FWD,CHRYSLER,14,490.0,181.0,147.0,275.0,1575.0,128.0,55.0,36.0,85.0,125.0,105.0,110.0,161.0,158.0,60.0,40.0
2004DRSEDANLXLIMITED,CHRYSLER,11,487.0,184.0,139.0,277.0,1537.0,131.0,60.0,36.0,80.0,106.0,105.0,104.0,157.0,159.0,60.0,40.0
2004DRSEDANLXLIMITEDSCFWD,CHRYSLER,14,490.0,181.0,147.0,275.0,1575.0,128.0,55.0,36.0,85.0,125.0,105.0,110.0,161.0,158.0,60.0,40.0
2004DRSEDANLXTOURINGLIMITED,CHRYSLER,11,487.0,184.0,139.0,277.0,1544.0,131.0,60.0,36.0,80.0,106.0,105.0,104.0,157.0,159.0,60.0,40.0
2004DRSEDANS,CHRYSLER,11,487.0,184.0,139.0,277.0,1622.0,131.0,60.0,36.0,80.0,106.0,105.0,104.0,157.0,159.0,60.0,40.0
2004DRSEDANTOURING,CHRYSLER,11,487.0,184.0,139.0,277.0,1614.0,131.0,60.0,36.0,80.0,106.0,105.0,104.0,157.0,159.0,60.0,40.0
2004DRSEDANTOURINGS,CHRYSLER,11,487.0,184.0,139.0,277.0,1614.0,131.0,60.0,36.0,80.0,106.0,105.0,104.0,157.0,159.0,60.0,40.0
2004DRSEDANV6AWD,CHRYSLER,14,490.0,181.0,147.0,275.0,1721.0,128.0,55.0,36.0,85.0,125.0,105.0,110.0,161.0,158.0,60.0,40.0
2004DRSEDANV6FWD,CHRYSLER,14,490.0,181.0,147.0,275.0,1643.0,128.0,55.0,36.0,85.0,125.0,105.0,110.0,161.0,158.0,60.0,40.0
2500EXPRESSCARGOVANLWB,CHEVROLET,3,620.0,202.0,208.0,394.0,2755.0,91.0,342.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
2500EXPRESSCARGOVANSWB,CHEVROLET,3,569.0,202.0,207.0,343.0,2400.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
2500EXPRESSPASSENGERVANLWB,CHEVROLET,3,620.0,202.0,208.0,394.0,2755.0,91.0,342.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
2500EXPRESSPASSENGERVANSWB,CHEVROLET,3,569.0,202.0,207.0,343.0,2664.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
2500NEWGENCREWCABLBOX2WD,RAMTRUCKS,19,659.0,202.0,198.0,429.0,2945.0,140.0,385.0,45.0,97.0,135.0,104.0,125.0,174.0,173.0,57.0,43.0
2500NEWGENCREWCABLBOX4WD,RAMTRUCKS,19,659.0,202.0,204.0,429.0,3108.0,140.0,385.0,45.0,97.0,135.0,104.0,125.0,174.0,173.0,57.0,43.0
2500NEWGENCREWCABSBOX2WD,RAMTRUCKS,19,604.0,202.0,198.0,379.0,2883.0,140.0,331.0,45.0,97.0,135.0,104.0,121.0,174.0,173.0,57.0,43.0
2500NEWGENCREWCABSBOX4WD,RAMTRUCKS,19,604.0,202.0,204.0,379.0,3022.0,140.0,331.0,45.0,97.0,135.0,104.0,121.0,174.0,173.0,57.0,43.0
2500NEWGENMEGACABSBOX4WD,RAMTRUCKS,19,632.0,202.0,204.0,407.0,3198.0,140.0,359.0,45.0,97.0,135.0,104.0,121.0,174.0,173.0,57.0,43.0
2500NEWGENREGCABLBOX2WD,RAMTRUCKS,19,586.0,202.0,198.0,357.0,2722.0,140.0,313.0,45.0,97.0,135.0,104.0,125.0,174.0,173.0,57.0,43.0
2500NEWGENREGCABLBOX4WD,RAMTRUCKS,19,586.0,202.0,204.0,357.0,2868.0,140.0,313.0,45.0,97.0,135.0,104.0,125.0,174.0,173.0,57.0,43.0
2500SAVANACARGOVANLWB,GMC,3,620.0,202.0,208.0,394.0,2755.0,91.0,342.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
2500SAVANACARGOVANSWB,GMC,3,569.0,202.0,207.0,343.0,2400.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
2500SAVANAPASSENGERVANLWB,GMC,3,620.0,202.0,208.0,394.0,2755.0,91.0,342.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
2500SAVANAPASSENGERVANSWB,GMC,3,569.0,202.0,207.0,343.0,2664.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
2SERIES228I2DRCABRIOLETRWD,BMW,15,443.0,177.0,141.0,269.0,1610.0,134.0,64.0,34.0,81.0,121.0,78.0,96.0,152.0,153.0,53.0,47.0
2SERIES228I2DRCOUPERWD,BMW,14,443.0,177.0,142.0,268.0,1497.0,134.0,53.0,34.0,81.0,104.0,80.0,96.0,152.0,156.0,53.0,50.0
2SERIES228IXDRIVE2DRCABRIOLET,BMW,15,443.0,177.0,141.0,269.0,1712.0,134.0,64.0,34.0,81.0,121.0,78.0,96.0,152.0,153.0,53.0,47.0
2SERIES228IXDRIVE2DRCOUPE,BMW,14,443.0,177.0,142.0,268.0,1495.0,134.0,53.0,34.0,81.0,104.0,78.0,96.0,152.0,156.0,53.0,47.0
2SERIES228IXDRIVEGRANCOUPE,BMW,20,452.0,180.0,142.0,267.0,1606.0,128.0,44.0,34.0,81.0,106.0,89.0,97.0,157.0,157.0,59.0,41.0
2SERIES230I2DRCOUPERWD,BMW,14,443.0,177.0,142.0,268.0,1608.0,134.0,53.0,34.0,81.0,104.0,78.0,96.0,152.0,156.0,50.0,50.0
2SERIES230IXDRIVE2DRCABRIOLET,BMW,15,443.0,177.0,141.0,269.0,1808.0,134.0,64.0,34.0,81.0,121.0,78.0,96.0,152.0,156.0,50.0,50.0
2SERIES230IXDRIVE2DRCOUPE,BMW,14,443.0,177.0,142.0,268.0,1685.0,134.0,53.0,34.0,81.0,104.0,78.0,96.0,152.0,156.0,52.0,48.0
2SERIESM235I2DRCABRIOLETRWD,BMW,15,443.0,177.0,141.0,269.0,1675.0,134.0,64.0,34.0,81.0,121.0,78.0,96.0,152.0,153.0,53.0,47.0
2SERIESM235I2DRCOUPERWD,BMW,14,443.0,177.0,142.0,268.0,1603.0,134.0,53.0,34.0,81.0,104.0,80.0,96.0,152.0,156.0,53.0,50.0
2SERIESM235IXDRIVE2DRCABRIOLET,BMW,15,443.0,177.0,141.0,269.0,1794.0,134.0,64.0,34.0,81.0,121.0,78.0,96.0,152.0,153.0,53.0,47.0
2SERIESM235IXDRIVE2DRCOUPEAWD,BMW,14,443.0,177.0,142.0,268.0,1600.0,134.0,53.0,34.0,81.0,104.0,78.0,96.0,152.0,156.0,50.0,50.0
2SERIESM235IXDRIVEGRANCOUPE,BMW,20,452.0,180.0,142.0,267.0,1639.0,128.0,44.0,34.0,81.0,106.0,89.0,97.0,157.0,157.0,58.0,42.0
2SERIESM240I2DRCABRIOLETRWD,BMW,15,443.0,177.0,141.0,269.0,1793.0,134.0,64.0,34.0,81.0,121.0,78.0,96.0,152.0,153.0,50.0,50.0
2SERIESM240I2DRCOUPERWD,BMW,14,443.0,177.0,142.0,268.0,1587.0,134.0,53.0,34.0,81.0,104.0,78.0,96.0,152.0,156.0,52.0,48.0
2SERIESM240IXDRIVE2DRCABRIOLET,BMW,15,443.0,177.0,141.0,269.0,1844.0,134.0,64.0,34.0,81.0,121.0,78.0,96.0,152.0,153.0,50.0,50.0
2SERIESM240IXDRIVE2DRCOUPE,BMW,22,454.0,184.0,142.0,274.0,1765.0,147.0,56.0,35.0,81.0,105.0,83.0,96.0,158.0,159.0,54.0,47.0
3004DRSEDAN300C300CLUXURYRWD,CHRYSLER,11,505.0,191.0,149.0,305.0,1937.0,139.0,63.0,34.0,89.0,118.0,92.0,108.0,163.0,162.0,54.0,46.0
3004DRSEDAN300CAWD,CHRYSLER,11,505.0,191.0,149.0,305.0,2047.0,139.0,63.0,34.0,89.0,118.0,92.0,108.0,163.0,162.0,54.0,46.0
3004DRSEDAN300CRWD,CHRYSLER,11,505.0,191.0,149.0,305.0,1937.0,139.0,63.0,34.0,89.0,118.0,92.0,108.0,163.0,162.0,54.0,46.0
3004DRSEDAN300S300C300CLUXURYAWD,CHRYSLER,11,505.0,191.0,149.0,305.0,2047.0,139.0,63.0,34.0,89.0,118.0,92.0,108.0,163.0,162.0,54.0,46.0
3004DRSEDAN300TOURING300SRWD,CHRYSLER,11,505.0,191.0,149.0,305.0,1797.0,139.0,63.0,34.0,89.0,118.0,92.0,108.0,163.0,162.0,52.0,48.0
3004DRSEDANBASELIMITED,CHRYSLER,11,505.0,191.0,149.0,305.0,1797.0,139.0,63.0,34.0,89.0,118.0,92.0,108.0,163.0,162.0,54.0,48.0
3004DRSEDANHEMIRWD,CHRYSLER,11,505.0,191.0,149.0,305.0,1987.0,139.0,63.0,34.0,89.0,118.0,92.0,108.0,163.0,162.0,54.0,46.0
3004DRSEDANV6AWD,CHRYSLER,11,505.0,191.0,149.0,305.0,2047.0,139.0,63.0,34.0,89.0,118.0,92.0,108.0,163.0,162.0,54.0,46.0
3004DRSEDANV6RWD,CHRYSLER,11,505.0,191.0,149.0,305.0,1820.0,139.0,63.0,34.0,89.0,118.0,92.0,108.0,163.0,162.0,52.0,48.0
300SRT,CHRYSLER,12,509.0,191.0,148.0,305.0,1937.0,141.0,66.0,33.0,88.0,117.0,94.0,110.0,161.0,160.0,54.0,46.0
300SRT8,CHRYSLER,12,509.0,191.0,148.0,305.0,1937.0,141.0,66.0,33.0,88.0,117.0,94.0,110.0,161.0,160.0,54.0,46.0
3500EXPRESSCARGOVANLWB,CHEVROLET,3,620.0,202.0,208.0,394.0,2552.0,91.0,342.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
3500EXPRESSCARGOVANSWB,CHEVROLET,3,569.0,202.0,207.0,343.0,2462.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
3500EXPRESSPASSENGERVANLWB,CHEVROLET,3,620.0,202.0,208.0,394.0,2906.0,91.0,342.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
3500EXPRESSPASSENGERVANSWB,CHEVROLET,3,569.0,202.0,207.0,343.0,2761.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
3500NEWGENCREWCABLBOX2WDSRW,RAMTRUCKS,19,659.0,202.0,199.0,429.0,3085.0,140.0,385.0,45.0,97.0,135.0,104.0,125.0,172.0,170.0,59.0,41.0
3500NEWGENCREWCABLBOX4WDSRW,RAMTRUCKS,19,659.0,202.0,202.0,429.0,3162.0,140.0,385.0,45.0,97.0,135.0,104.0,125.0,172.0,170.0,59.0,41.0
3500NEWGENCREWCABSBOX2WDSRW,RAMTRUCKS,19,604.0,202.0,199.0,379.0,2995.0,140.0,331.0,45.0,97.0,135.0,104.0,121.0,172.0,170.0,59.0,41.0
3500NEWGENCREWCABSBOX4WDSRW,RAMTRUCKS,19,604.0,202.0,202.0,379.0,3072.0,140.0,331.0,45.0,97.0,135.0,104.0,121.0,172.0,170.0,59.0,41.0
3500NEWGENMEGACABSBOX4WDSRW,RAMTRUCKS,19,632.0,202.0,202.0,407.0,3210.0,140.0,359.0,45.0,97.0,135.0,104.0,121.0,172.0,170.0,59.0,41.0
3500NEWGENREGCABLBOX2WDSRW,RAMTRUCKS,19,586.0,202.0,199.0,357.0,2753.0,140.0,313.0,45.0,97.0,135.0,104.0,125.0,172.0,170.0,59.0,41.0
3500NEWGENREGCABLBOX4WDSRW,RAMTRUCKS,19,586.0,202.0,202.0,357.0,2911.0,140.0,313.0,45.0,97.0,135.0,104.0,125.0,172.0,170.0,59.0,41.0
3500SAVANACARGOVANLWB,GMC,3,620.0,202.0,208.0,394.0,2552.0,91.0,342.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
3500SAVANACARGOVANSWB,GMC,3,569.0,202.0,207.0,343.0,2462.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
3500SAVANAPASSENGERVANLWB,GMC,3,620.0,202.0,208.0,394.0,2906.0,91.0,342.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
3500SAVANAPASSENGERVANSWB,GMC,3,569.0,202.0,207.0,343.0,2761.0,91.0,291.0,54.0,99.0,146.0,101.0,124.0,173.0,172.0,53.0,47.0
370ZCOUPE2DRRWD,NISSAN,9,424.0,184.0,132.0,255.0,1527.0,135.0,51.0,30.0,76.0,115.0,83.0,87.0,154.0,156.0,54.0,46.0
370ZNISMO2DRCOUPE,NISSAN,15,440.0,187.0,132.0,255.0,1547.0,153.0,56.0,30.0,78.0,115.0,92.0,92.0,155.0,158.0,54.0,46.0
370ZROADSTER2DRRWD,NISSAN,10,425.0,185.0,133.0,255.0,1584.0,135.0,91.0,30.0,76.0,123.0,83.0,87.0,155.0,160.0,54.0,46.0
370ZTOURINGCOUPE2DRRWD,NISSAN,9,426.0,184.0,132.0,255.0,1516.0,135.0,51.0,30.0,76.0,115.0,83.0,87.0,154.0,156.0,54.0,46.0
3DOORCOOPERELECTRICHATCHFWD,MINI,14,384.0,173.0,141.0,250.0,1406.0,105.0,91.0,33.0,82.0,114.0,76.0,58.0,150.0,150.0,61.0,39.0
3DOORCOOPERHATCHFWD,MINI,14,384.0,173.0,141.0,250.0,1225.0,105.0,91.0,33.0,82.0,114.0,76.0,58.0,150.0,150.0,61.0,39.0
3DOORCOOPERSHATCHFWD,MINI,14,386.0,173.0,141.0,250.0,1298.0,106.0,92.0,33.0,82.0,114.0,77.0,59.0,149.0,149.0,63.0,37.0
3DOORJOHNCOOPERWORKSHATCHFWD,MINI,14,387.0,173.0,141.0,250.0,1330.0,106.0,92.0,33.0,82.0,114.0,77.0,59.0,149.0,149.0,62.0,38.0
3SERIES320I4DRSEDANRWD,BMW,12,463.0,181.0,143.0,281.0,1495.0,138.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,50.0,50.0
3SERIES320IXDRIVE4DRSEDANAWD,BMW,12,463.0,181.0,143.0,281.0,1565.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,50.0,50.0
3SERIES323I328I4DRSEDANRWD,BMW,6,453.0,182.0,142.0,276.0,1525.0,125.0,47.0,37.0,78.0,102.0,77.0,100.0,150.0,151.0,50.0,50.0
3SERIES328DXDRIVE4DRSEDAN,BMW,12,463.0,181.0,143.0,281.0,1676.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,51.0,49.0
3SERIES328DXDRIVE4DRSEDANAWD,BMW,12,463.0,181.0,143.0,281.0,1642.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,50.0,50.0
3SERIES328I4DRSEDANRWD,BMW,12,463.0,181.0,143.0,281.0,1545.0,138.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,50.0,50.0
3SERIES328IXDRIVE4DRSEDANAWD,BMW,12,463.0,182.0,143.0,281.0,1635.0,137.0,52.0,37.0,78.0,109.0,78.0,104.0,154.0,158.0,50.0,50.0
3SERIES328IXDRIVEGRANTURISMO,BMW,14,483.0,183.0,151.0,292.0,1776.0,141.0,119.0,38.0,82.0,108.0,81.0,110.0,154.0,159.0,49.0,51.0
3SERIES330E4DRSEDAN,BMW,19,471.0,183.0,144.0,285.0,1770.0,143.0,51.0,36.0,82.0,108.0,80.0,106.0,158.0,160.0,52.0,48.0
3SERIES330EIPERFORMANCESEDAN,BMW,12,463.0,181.0,143.0,281.0,1780.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,52.0,49.0
3SERIES330IXDRIVE4DRSEDAN,BMW,19,471.0,183.0,144.0,285.0,1592.0,143.0,52.0,37.0,82.0,109.0,80.0,106.0,158.0,160.0,52.0,50.0
3SERIES330IXDRIVEGRANTURISMO,BMW,14,483.0,183.0,151.0,292.0,1825.0,141.0,119.0,38.0,82.0,108.0,81.0,110.0,154.0,159.0,49.0,51.0
3SERIES335D4DRSEDANRWD,BMW,6,453.0,182.0,142.0,276.0,1735.0,125.0,47.0,37.0,78.0,102.0,77.0,100.0,150.0,151.0,50.0,50.0
3SERIES335I4DRSEDANRWD,BMW,12,463.0,182.0,143.0,281.0,1630.0,138.0,52.0,37.0,78.0,109.0,78.0,104.0,154.0,158.0,52.0,50.0
3SERIES335IXDRIVE4DRSEDANAWD,BMW,12,463.0,182.0,143.0,281.0,1730.0,137.0,52.0,37.0,78.0,109.0,78.0,104.0,154.0,158.0,52.0,50.0
3SERIES335IXDRIVEGRANTURISMO,BMW,14,483.0,183.0,151.0,292.0,1819.0,141.0,119.0,38.0,82.0,108.0,81.0,110.0,154.0,159.0,49.0,51.0
3SERIES340I4DRSEDANRWD,BMW,12,463.0,181.0,143.0,281.0,1676.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,52.0,49.0
3SERIES340IXDRIVE4DRSEDAN,BMW,12,463.0,181.0,143.0,281.0,1733.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,52.0,48.0
3SERIES340IXDRIVE4DRSEDANAWD,BMW,12,463.0,181.0,143.0,281.0,1676.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,52.0,48.0
3SERIES340IXDRIVEGRANTURISMO,BMW,14,483.0,183.0,151.0,292.0,1865.0,141.0,119.0,38.0,82.0,108.0,81.0,110.0,154.0,159.0,49.0,51.0
3SERIESACTIVEHYBRID34DRSEDANRWD,BMW,12,463.0,181.0,143.0,281.0,1735.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,52.0,48.0
3SERIESCABRIOLET328IRWD,BMW,9,459.0,178.0,138.0,276.0,1735.0,126.0,64.0,34.0,79.0,107.0,78.0,105.0,150.0,150.0,47.0,53.0
3SERIESCABRIOLET335I335ISRWD,BMW,9,459.0,178.0,138.0,276.0,1815.0,126.0,64.0,34.0,79.0,107.0,78.0,105.0,150.0,150.0,47.0,53.0
3SERIESCOUPE328IRWD,BMW,7,459.0,178.0,138.0,276.0,1520.0,127.0,50.0,35.0,78.0,105.0,77.0,105.0,150.0,149.0,50.0,50.0
3SERIESCOUPE328IXDRIVEAWD,BMW,7,459.0,178.0,138.0,276.0,1625.0,127.0,50.0,35.0,78.0,105.0,77.0,105.0,150.0,149.0,50.0,50.0
3SERIESCOUPE335I335ISRWD,BMW,7,459.0,178.0,138.0,276.0,1620.0,126.0,67.0,34.0,78.0,121.0,78.0,106.0,149.0,150.0,50.0,50.0
3SERIESCOUPE335IXDRIVEAWD,BMW,7,459.0,178.0,138.0,276.0,1705.0,126.0,67.0,34.0,78.0,121.0,78.0,106.0,149.0,150.0,50.0,50.0
3SERIESM340IXDRIVE4DRSEDAN,BMW,19,471.0,183.0,144.0,285.0,1735.0,143.0,51.0,36.0,82.0,108.0,80.0,106.0,158.0,160.0,52.0,48.0
3SERIESTOURING328DXDRIVE4DRWAGON,BMW,13,463.0,181.0,143.0,281.0,1767.0,137.0,163.0,37.0,77.0,103.0,78.0,104.0,153.0,157.0,49.0,52.0
3SERIESTOURING328IXDRIVE4DRWAGON,BMW,13,463.0,181.0,143.0,281.0,1715.0,137.0,163.0,37.0,77.0,103.0,78.0,104.0,153.0,157.0,49.0,51.0
3SERIESTOURING328IXDRIVE4DRWAGONAWD,BMW,6,453.0,182.0,142.0,276.0,1710.0,125.0,156.0,37.0,78.0,100.0,77.0,100.0,150.0,151.0,50.0,50.0
3SERIESTOURING330IXDRIVE4DRWAGON,BMW,13,463.0,181.0,143.0,281.0,1758.0,137.0,163.0,37.0,77.0,103.0,78.0,104.0,153.0,157.0,49.0,52.0
4C2DRCOUPE,ALFAROMEO,14,399.0,187.0,118.0,238.0,1118.0,114.0,25.0,26.0,81.0,105.0,86.0,75.0,164.0,160.0,41.0,59.0
4RUNNER4DRSUV4WDLIMITEDV6,TOYOTA,10,482.0,193.0,182.0,279.0,2180.0,133.0,181.0,40.0,93.0,121.0,91.0,112.0,161.0,161.0,54.0,46.0
4RUNNER4DRSUV4WDSR5V6,TOYOTA,10,482.0,193.0,182.0,279.0,2121.0,133.0,181.0,40.0,93.0,121.0,91.0,112.0,160.0,160.0,54.0,46.0
4RUNNER4DRSUV4WDTRAILEDITIONV6,TOYOTA,10,482.0,193.0,188.0,279.0,2155.0,133.0,181.0,40.0,93.0,121.0,91.0,112.0,160.0,160.0,54.0,46.0
4SERIES428I2DRCABRIOLETRWD,BMW,14,464.0,183.0,138.0,281.0,1812.0,137.0,65.0,35.0,80.0,124.0,79.0,104.0,155.0,159.0,50.0,50.0
4SERIES428I2DRCOUPERWD,BMW,14,464.0,183.0,138.0,281.0,1574.0,137.0,53.0,35.0,80.0,106.0,79.0,104.0,155.0,159.0,50.0,50.0
4SERIES428IXDRIVE2DRCABRIOLETAWD,BMW,14,464.0,183.0,138.0,281.0,1887.0,137.0,65.0,35.0,80.0,124.0,79.0,104.0,155.0,159.0,50.0,50.0
4SERIES428IXDRIVE2DRCOUPEAWD,BMW,14,464.0,183.0,138.0,281.0,1649.0,137.0,53.0,35.0,80.0,106.0,79.0,104.0,155.0,159.0,50.0,50.0
4SERIES430IXDRIVE2DRCABRIOLET,BMW,14,464.0,183.0,138.0,281.0,1910.0,137.0,65.0,35.0,80.0,124.0,79.0,104.0,155.0,159.0,48.0,52.0
4SERIES430IXDRIVE2DRCOUPE,BMW,21,477.0,185.0,138.0,285.0,1682.0,149.0,53.0,35.0,88.0,106.0,86.0,106.0,158.0,159.0,53.0,49.0
4SERIES435I2DRCABRIOLETRWD,BMW,14,464.0,183.0,138.0,281.0,1864.0,137.0,65.0,35.0,80.0,124.0,79.0,104.0,155.0,159.0,50.0,50.0
4SERIES435I2DRCOUPERWD,BMW,14,464.0,183.0,138.0,281.0,1637.0,137.0,53.0,35.0,80.0,106.0,79.0,104.0,155.0,159.0,50.0,50.0
4SERIES435IXDRIVE2DRCABRIOLETAWD,BMW,14,464.0,183.0,138.0,281.0,1937.0,137.0,65.0,35.0,80.0,124.0,79.0,104.0,155.0,159.0,50.0,50.0
4SERIES435IXDRIVE2DRCOUPEAWD,BMW,14,464.0,183.0,138.0,281.0,1703.0,137.0,53.0,35.0,80.0,106.0,79.0,104.0,155.0,159.0,50.0,50.0
4SERIES440I2DRCOUPERWD,BMW,14,464.0,183.0,138.0,281.0,1688.0,137.0,53.0,35.0,80.0,106.0,79.0,104.0,155.0,159.0,51.0,49.0
4SERIES440IXDRIVE2DRCABRIOLET,BMW,14,464.0,183.0,138.0,281.0,1964.0,137.0,65.0,35.0,80.0,124.0,79.0,104.0,155.0,159.0,49.0,51.0
4SERIES440IXDRIVE2DRCOUPE,BMW,14,464.0,183.0,138.0,281.0,1751.0,137.0,53.0,35.0,80.0,106.0,79.0,104.0,155.0,159.0,52.0,48.0
4SERIESGRANCOUPE428I4DRSEDANRWD,BMW,14,464.0,183.0,139.0,281.0,1617.0,137.0,100.0,35.0,80.0,106.0,79.0,104.0,155.0,159.0,49.0,51.0
4SERIESGRANCOUPE428IXDRIVE4DRSEDANAWD,BMW,14,464.0,183.0,139.0,281.0,1696.0,137.0,100.0,35.0,80.0,106.0,79.0,104.0,155.0,159.0,50.0,50.0
4SERIESGRANCOUPE430IXDRIVE4DRSEDAN,BMW,22,478.0,185.0,144.0,286.0,1775.0,149.0,104.0,35.0,86.0,106.0,86.0,107.0,159.0,162.0,50.0,51.0
4SERIESGRANCOUPE435I4DRSEDANRWD,BMW,14,464.0,183.0,139.0,281.0,1696.0,137.0,100.0,35.0,80.0,106.0,79.0,104.0,155.0,159.0,50.0,50.0
4SERIESGRANCOUPE435IXDRIVE4DRSEDANAWD,BMW,14,464.0,183.0,139.0,281.0,1762.0,137.0,100.0,35.0,80.0,106.0,79.0,104.0,155.0,159.0,49.0,51.0
